! NUMBER OF COLLISIONAL TRANSITIONS
 1180
! NUMBER OF COLLISION TEMPERATURES
  27
! EFF. RATE COEFFS UNIT - (cm^3 s^-1)

 IS_H2O  FS_H2O   IS_H2        5.00           10.00           15.00           20.00           30.00           40.00           50.00           60.00           80.00           100.00          120.00          140.00          150.00          160.00          170.00          180.00          200.00          220.00          250.00          280.00          300.00          400.00          500.00          800.00         1000.00         1200.00         1500.00     
      2      1      1   4.1549000E-11   3.5122000E-11   3.2231000E-11   3.0510000E-11   2.8656001E-11   2.7910028E-11   2.7773275E-11   2.8015281E-11   2.9176163E-11   3.0855495E-11   3.2822207E-11   3.4957640E-11   3.6066180E-11   3.7192820E-11   3.8334910E-11   3.9486740E-11   4.1812540E-11   4.4150590E-11   4.7658000E-11   5.1138900E-11   5.3436200E-11   6.4521300E-11   7.4810500E-11   1.0073400E-10   1.1444600E-10   1.2592800E-10   1.3993700E-10
      2      1      2   1.1975368E-10   1.2813773E-10   1.3573468E-10   1.4126847E-10   1.4806327E-10   1.5181830E-10   1.5411490E-10   1.5561328E-10   1.5732523E-10   1.5806355E-10   1.5825776E-10   1.5808756E-10   1.5790949E-10   1.5769274E-10   1.5742730E-10   1.5713313E-10   1.5647859E-10   1.5574894E-10   1.5458825E-10   1.5340753E-10   1.5262556E-10   1.4897990E-10   1.4597550E-10   1.4056990E-10   1.3904340E-10   1.3853660E-10   1.3896510E-10
      3      1      1   1.1352000E-11   1.1833000E-11   1.2291000E-11   1.2546000E-11   1.2662005E-11   1.2527160E-11   1.2308241E-11   1.2072921E-11   1.1645508E-11   1.1317188E-11   1.1091900E-11   1.0958510E-11   1.0923840E-11   1.0907980E-11   1.0909670E-11   1.0927600E-11   1.1011800E-11   1.1150400E-11   1.1448600E-11   1.1837600E-11   1.2139100E-11   1.4006100E-11   1.6210700E-11   2.3005700E-11   2.7015600E-11   3.0477200E-11   3.4734300E-11
      3      1      2   3.4096612E-11   3.6476079E-11   3.8410634E-11   3.9709428E-11   4.1044854E-11   4.1472400E-11   4.1478480E-11   4.1285270E-11   4.0673270E-11   3.9996520E-11   3.9350910E-11   3.8757310E-11   3.8480080E-11   3.8217550E-11   3.7966690E-11   3.7727480E-11   3.7280940E-11   3.6872790E-11   3.6323650E-11   3.5835950E-11   3.5540670E-11   3.4339090E-11   3.3464600E-11   3.1923400E-11   3.1391900E-11   3.1072100E-11   3.0824300E-11
      3      2      1   2.7815000E-11   2.4930000E-11   2.3435000E-11   2.2340000E-11   2.0914001E-11   2.0133030E-11   1.9749303E-11   1.9628453E-11   1.9889751E-11   2.0563524E-11   2.1482855E-11   2.2557050E-11   2.3134220E-11   2.3731090E-11   2.4345760E-11   2.4972310E-11   2.6257920E-11   2.7570390E-11   2.9569000E-11   3.1579500E-11   3.2917800E-11   3.9463200E-11   4.5624000E-11   6.1366000E-11   6.9822000E-11   7.6999000E-11   8.5925000E-11
      3      2      2   1.4507335E-10   1.5156857E-10   1.5632478E-10   1.5837493E-10   1.5780979E-10   1.5459761E-10   1.5062745E-10   1.4660904E-10   1.3925693E-10   1.3309045E-10   1.2797899E-10   1.2371212E-10   1.2183529E-10   1.2010948E-10   1.1851467E-10   1.1704082E-10   1.1439588E-10   1.1209444E-10   1.0916841E-10   1.0672910E-10   1.0531963E-10   1.0013330E-10   9.6899600E-11   9.2427900E-11   9.1419100E-11   9.1126600E-11   9.1418500E-11
      4      1      1   8.6664000E-14   2.3831000E-13   3.2790000E-13   3.6774003E-13   3.7777423E-13   3.5657550E-13   3.3106360E-13   3.0992760E-13   2.9118900E-13   3.0597000E-13   3.5001000E-13   4.1754000E-13   4.5848000E-13   5.0345000E-13   5.5196000E-13   6.0360000E-13   7.1482000E-13   8.3458000E-13   1.0260400E-12   1.2272900E-12   1.3649600E-12   2.0680500E-12   2.7561500E-12   4.5465400E-12   5.4994900E-12   6.2936100E-12   7.2545300E-12
      4      1      2   6.2895690E-12   7.7343130E-12   8.6650510E-12   9.2055370E-12   9.6792290E-12   9.8125750E-12   9.8312390E-12   9.8128240E-12   9.7585190E-12   9.7187220E-12   9.6975370E-12   9.6901740E-12   9.6900890E-12   9.6918570E-12   9.6949700E-12   9.6991190E-12   9.7095000E-12   9.7215500E-12   9.7403400E-12   9.7581100E-12   9.7689500E-12   9.8054500E-12   9.8135200E-12   9.7341700E-12   9.6454700E-12   9.5520200E-12   9.4183600E-12
      4      2      1   3.3427000E-11   3.9487000E-11   4.3011000E-11   4.4686000E-11   4.5597003E-11   4.5320125E-11   4.4698110E-11   4.3989887E-11   4.2626049E-11   4.1466470E-11   4.0539250E-11   3.9835760E-11   3.9563250E-11   3.9340800E-11   3.9166500E-11   3.9037200E-11   3.8907600E-11   3.8938100E-11   3.9251400E-11   3.9843700E-11   4.0374300E-11   4.4247000E-11   4.9403000E-11   6.6759000E-11   7.7500000E-11   8.6927000E-11   9.8643000E-11
