! NUMBER OF COLLISIONAL TRANSITIONS
 990
! NUMBER OF COLLISION TEMPERATURES
  27
! THERM. RATE COEFFS UNIT - (cm^3 s^-1)

 IS_H2O  FS_H2O        5.00           10.00           15.00           20.00           30.00           40.00           50.00           60.00           80.00           100.00          120.00          140.00          150.00          160.00          170.00          180.00          200.00          220.00          250.00          280.00          300.00          400.00          500.00          800.00         1000.00         1200.00         1500.00     
     2     1   4.1549000E-11   3.5122000E-11   3.2231000E-11   3.0510000E-11   2.8656025E-11   2.7911834E-11   2.7796832E-11   2.8145332E-11   3.0260844E-11   3.4624908E-11   4.1184843E-11   4.9229289E-11   5.3518285E-11   5.7845461E-11   6.2126171E-11   6.6297211E-11   7.4148074E-11   8.1199011E-11   9.0226447E-11   9.7575037E-11   1.0168521E-10   1.1565477E-10   1.2322337E-10   1.3248001E-10   1.3503106E-10   1.3681798E-10   1.3907162E-10
     3     1   1.1352000E-11   1.1833000E-11   1.2291000E-11   1.2546000E-11   1.2662011E-11   1.2527582E-11   1.2313680E-11   1.2102695E-11   1.1891205E-11   1.2167010E-11   1.2975894E-11   1.4180592E-11   1.4870831E-11   1.5588603E-11   1.6314890E-11   1.7035033E-11   1.8419631E-11   1.9689719E-11   2.1351245E-11   2.2734301E-11   2.3522405E-11   2.6316229E-11   2.7948363E-11   3.0112390E-11   3.0678036E-11   3.0991012E-11   3.1252844E-11
     3     2   2.7815000E-11   2.4930000E-11   2.3435000E-11   2.2340000E-11   2.0914029E-11   2.0134989E-11   1.9773706E-11   1.9757875E-11   2.0900100E-11   2.3897908E-11   2.8582823E-11   3.4281655E-11   3.7271569E-11   4.0249510E-11   4.3158021E-11   4.5953830E-11   5.1112600E-11   5.5630684E-11   6.1257164E-11   6.5701959E-11   6.8136466E-11   7.6194480E-11   8.0506300E-11   8.6119838E-11   8.7896170E-11   8.9200935E-11   9.0816402E-11
     4     1   8.6664000E-14   2.3831000E-13   3.2790000E-13   3.6774003E-13   3.7777616E-13   3.5671331E-13   3.3283499E-13   3.1961321E-13   3.7132248E-13   5.8488748E-13   9.7319827E-13   1.4923054E-12   1.7807603E-12   2.0782633E-12   2.3784725E-12   2.6763806E-12   3.2512969E-12   3.7848763E-12   4.4951633E-12   5.1007977E-12   5.4529412E-12   6.7524762E-12   7.5572113E-12   8.6806641E-12   8.9691757E-12   9.1078818E-12   9.1811999E-12
     4     2   3.3427000E-11   3.9487000E-11   4.3011000E-11   4.4686000E-11   4.5597016E-11   4.5321027E-11   4.4710019E-11   4.4056388E-11   4.3192722E-11   4.3477495E-11   4.5093437E-11   4.7767149E-11   4.9359248E-11   5.1047899E-11   5.2783854E-11   5.4529164E-11   5.7938692E-11   6.1127716E-11   6.5388159E-11   6.9009045E-11   7.1106139E-11   7.8783306E-11   8.3500177E-11   9.0318972E-11   9.2412188E-11   9.3773250E-11   9.5199119E-11
     4     3   1.9886000E-11   2.0253000E-11   2.1126000E-11   2.1930000E-11   2.3334047E-11   2.4664340E-11   2.6059536E-11   2.7655253E-11   3.2246344E-11   3.9798878E-11   5.0421832E-11   6.3042455E-11   6.9660187E-11   7.6275529E-11   8.2764365E-11   8.9040409E-11   1.0073497E-10   1.1111624E-10   1.2425194E-10   1.3482096E-10   1.4068775E-10   1.6052628E-10   1.7139865E-10   1.8572079E-10   1.9029376E-10   1.9369274E-10   1.9795018E-10
     5     1   8.9540000E-13   1.0060000E-12   1.0674000E-12   1.1089006E-12   1.1790033E-12   1.2527653E-12   1.3377557E-12   1.4409590E-12   1.7438943E-12   2.2430129E-12   2.9694833E-12   3.8877220E-12   4.3971440E-12   4.9276844E-12   5.4708539E-12   6.0197628E-12   7.1121940E-12   8.1729565E-12   9.6707354E-12   1.1041494E-11   1.1885616E-11   1.5388295E-11   1.7995885E-11   2.2913270E-11   2.4955092E-11   2.6515334E-11   2.8344850E-11
     5     2   2.6125000E-11   2.6248000E-11   2.6337000E-11   2.6294000E-11   2.6172033E-11   2.6174042E-11   2.6325949E-11   2.6624571E-11   2.7734295E-11   2.9701717E-11   3.2594716E-11   3.6238927E-11   3.8250757E-11   4.0336276E-11   4.2462589E-11   4.4600027E-11   4.8819727E-11   5.2869544E-11   5.8498670E-11   6.3548197E-11   6.6605365E-11   7.8811898E-11   8.7324464E-11   1.0171521E-10   1.0694119E-10   1.1062854E-10   1.1470752E-10
     5     3   3.8461000E-12   4.1803000E-12   4.2878000E-12   4.3120000E-12   4.2876095E-12   4.2390805E-12   4.1962927E-12   4.1836882E-12   4.3766359E-12   5.0264631E-12   6.1541950E-12   7.6135487E-12   8.4072560E-12   9.2151325E-12   1.0020254E-11   1.0810433E-11   1.2312663E-11   1.3685131E-11   1.5489140E-11   1.7020227E-11   1.7914417E-11   2.1347627E-11   2.3764109E-11   2.8533257E-11   3.0756984E-11   3.2588508E-11   3.4876838E-11
     5     4   2.0080000E-11   2.0874000E-11   2.1378000E-11   2.1717000E-11   2.2231028E-11   2.2679974E-11   2.3169444E-11   2.3801282E-11   2.6025155E-11   3.0238584E-11   3.6533927E-11   4.4238735E-11   4.8335281E-11   5.2461409E-11   5.6534120E-11   6.0494455E-11   6.7923374E-11   7.4573554E-11   8.3061710E-11   8.9961013E-11   9.3825737E-11   1.0712853E-10   1.1468641E-10   1.2528578E-10   1.2889989E-10   1.3160267E-10   1.3493161E-10
