#N =          J1         KA         KC         J2          E
  869         15         14          2          5   7823.928
  870         14          1         13          9   7824.030
  871         19         14          6          1   7825.321
  872         24          3         21          3   7836.205
  873          9          9          1          9   7844.270
  874         15          1         15          9   7850.469
  875         11          7          5          9   7856.670
  876         14         11          3          7   7863.401
  877         26          2         24          1   7864.067
  878         17         16          2          1   7865.570
  879         20          1         19          7   7881.448
  880         13         12          2          7   7883.630
  881         20         13          7          1   7895.471
  882         18         11          7          5   7899.488
  883         21          1         21          7   7900.405
  884         15         10          6          7   7903.156
  885         20          7         13          5   7916.403
  886         27          2         26          1   7920.280
  887         22          3         19          5   7920.501
  888         22         10         12          1   7927.724
  889         28          0         28          1   7930.695
  890         13          4         10          9   7939.453
  891         25          3         23          3   7940.686
  892         17          7         11          7   7956.148
  893         22          7         15          3   7956.323
  894         18          4         14          7   7960.028
  895         12          6          6          9   7960.635
  896         24          5         19          1   7961.444
  897         18         14          4          3   7969.900
  898         23          8         16          1   7976.759
  899         21         10         12          3   7979.416
  900         17         15          3          3   7986.481
  901         26          1         25          3   7998.165
