j_i   	ka_i   	kc_i   	j_f   	ka_f   	kc_f   	H2_i(j)   	H2_f(j)   	sigmaU(Ang^2)   	sigmaE(Ang^2)   	E_i_H2O         	E_i_H2          	E_f_H2O         	E_f_H2          
0     	0      	0      	10    	4      	6      	5         	1         	2.308404589E-06 	7.989217791E-05 	0.00000000E+00  	1.82559000E+03  	1.63748300E+03  	1.21706000E+02  
0     	0      	0      	8     	7      	1      	5         	1         	1.399727468E-06 	1.911453087E-05 	0.00000000E+00  	1.82559000E+03  	1.64553300E+03  	1.21706000E+02  
0     	0      	0      	9     	6      	4      	5         	1         	1.312521562E-06 	5.569872692E-06 	0.00000000E+00  	1.82559000E+03  	1.66271900E+03  	1.21706000E+02  
0     	0      	0      	8     	3      	5      	5         	3         	1.800817039E-05 	6.001910205E-05 	0.00000000E+00  	1.82559000E+03  	1.05917500E+03  	7.30236000E+02  
0     	0      	0      	7     	5      	3      	5         	3         	9.817829820E-05 	1.770670373E-04 	0.00000000E+00  	1.82559000E+03  	1.07492400E+03  	7.30236000E+02  
0     	0      	0      	6     	6      	0      	5         	3         	2.728493755E-05 	4.665811859E-05 	0.00000000E+00  	1.82559000E+03  	1.07653100E+03  	7.30236000E+02  
0     	0      	0      	9     	2      	8      	5         	3         	2.449987201E-06 	3.182294815E-06 	0.00000000E+00  	1.82559000E+03  	1.08554800E+03  	7.30236000E+02  
0     	0      	0      	0     	0      	0      	5         	5         	0.000000000E+00 	0.000000000E+00 	0.00000000E+00  	1.82559000E+03  	0.00000000E+00  	1.82559000E+03  
0     	0      	0      	11    	3      	9      	5         	1         	2.105327184E-07 	1.780748243E-07 	0.00000000E+00  	1.82559000E+03  	1.71087000E+03  	1.21706000E+02  
0     	0      	0      	10    	0      	10     	5         	3         	2.653640566E-06 	1.606922697E-06 	0.00000000E+00  	1.82559000E+03  	1.11815900E+03  	7.30236000E+02  
0     	0      	0      	1     	1      	1      	5         	5         	4.149215084E+01 	1.934637081E+01 	0.00000000E+00  	1.82559000E+03  	3.71580000E+01  	1.82559000E+03  
0     	0      	0      	10    	5      	5      	5         	1         	4.560244349E-07 	1.893029336E-07 	0.00000000E+00  	1.82559000E+03  	1.74805100E+03  	1.21706000E+02  
0     	0      	0      	8     	4      	4      	5         	3         	4.216927549E-05 	1.685012507E-05 	0.00000000E+00  	1.82559000E+03  	1.14191100E+03  	7.30236000E+02  
0     	0      	0      	2     	0      	2      	5         	5         	1.812860605E+01 	5.147457473E+00 	0.00000000E+00  	1.82559000E+03  	7.01330000E+01  	1.82559000E+03  
1     	1      	1      	9     	6      	4      	5         	1         	4.900719834E-06 	1.116082859E-02 	3.71580000E+01  	1.82559000E+03  	1.66271900E+03  	1.21706000E+02  
1     	1      	1      	8     	3      	5      	5         	3         	4.318100360E-05 	6.225949061E-03 	3.71580000E+01  	1.82559000E+03  	1.05917500E+03  	7.30236000E+02  
1     	1      	1      	7     	5      	3      	5         	3         	2.561836218E-04 	3.264196682E-03 	3.71580000E+01  	1.82559000E+03  	1.07492400E+03  	7.30236000E+02  
1     	1      	1      	6     	6      	0      	5         	3         	7.239595106E-05 	8.031532301E-04 	3.71580000E+01  	1.82559000E+03  	1.07653100E+03  	7.30236000E+02  
1     	1      	1      	9     	2      	8      	5         	3         	5.551611439E-06 	3.255560592E-05 	3.71580000E+01  	1.82559000E+03  	1.08554800E+03  	7.30236000E+02  
1     	1      	1      	0     	0      	0      	5         	5         	1.325834932E+01 	4.623137507E+01 	3.71580000E+01  	1.82559000E+03  	0.00000000E+00  	1.82559000E+03  
1     	1      	1      	11    	3      	9      	5         	1         	6.291226561E-07 	1.621724960E-06 	3.71580000E+01  	1.82559000E+03  	1.71087000E+03  	1.21706000E+02  
1     	1      	1      	10    	0      	10     	5         	3         	3.790304722E-06 	5.628996837E-06 	3.71580000E+01  	1.82559000E+03  	1.11815900E+03  	7.30236000E+02  
1     	1      	1      	1     	1      	1      	5         	5         	0.000000000E+00 	0.000000000E+00 	3.71580000E+01  	1.82559000E+03  	3.71580000E+01  	1.82559000E+03  
1     	1      	1      	10    	5      	5      	5         	1         	1.690933295E-06 	1.429498890E-06 	3.71580000E+01  	1.82559000E+03  	1.74805100E+03  	1.21706000E+02  
1     	1      	1      	8     	4      	4      	5         	3         	4.220874145E-05 	3.380021336E-05 	3.71580000E+01  	1.82559000E+03  	1.14191100E+03  	7.30236000E+02  
1     	1      	1      	2     	0      	2      	5         	5         	2.641552795E+01 	1.324579796E+01 	3.71580000E+01  	1.82559000E+03  	7.01330000E+01  	1.82559000E+03  
1     	1      	1      	12    	1      	11     	5         	1         	1.327186558E-07 	5.372675592E-08 	3.71580000E+01  	1.82559000E+03  	1.78677900E+03  	1.21706000E+02  
1     	1      	1      	2     	1      	1      	5         	5         	1.243110848E+01 	4.172378961E+00 	3.71580000E+01  	1.82559000E+03  	9.52450000E+01  	1.82559000E+03  
1     	1      	1      	13    	1      	13     	5         	1         	1.396286758E-07 	3.730072276E-08 	3.71580000E+01  	1.82559000E+03  	1.81582400E+03  	1.21706000E+02  
2     	0      	2      	9     	2      	8      	5         	3         	1.676415734E-05 	2.794026223E+01 	7.01330000E+01  	1.82559000E+03  	1.08554800E+03  	7.30236000E+02  
2     	0      	2      	0     	0      	0      	5         	5         	3.446598852E+00 	2.265636057E+02 	7.01330000E+01  	1.82559000E+03  	0.00000000E+00  	1.82559000E+03  
2     	0      	2      	11    	3      	9      	5         	1         	1.208411672E-06 	2.722969532E-05 	7.01330000E+01  	1.82559000E+03  	1.71087000E+03  	1.21706000E+02  
2     	0      	2      	10    	0      	10     	5         	3         	1.498042612E-05 	8.981601201E-05 	7.01330000E+01  	1.82559000E+03  	1.11815900E+03  	7.30236000E+02  
2     	0      	2      	1     	1      	1      	5         	5         	1.513218773E+01 	4.379409139E+01 	7.01330000E+01  	1.82559000E+03  	3.71580000E+01  	1.82559000E+03  
2     	0      	2      	10    	5      	5      	5         	1         	5.415471039E-06 	1.187090324E-05 	7.01330000E+01  	1.82559000E+03  	1.74805100E+03  	1.21706000E+02  
2     	0      	2      	8     	4      	4      	5         	3         	1.519783130E-04 	3.055135844E-04 	7.01330000E+01  	1.82559000E+03  	1.14191100E+03  	7.30236000E+02  
2     	0      	2      	2     	0      	2      	5         	5         	0.000000000E+00 	0.000000000E+00 	7.01330000E+01  	1.82559000E+03  	7.01330000E+01  	1.82559000E+03  
2     	0      	2      	12    	1      	11     	5         	1         	3.144188373E-07 	2.338571094E-07 	7.01330000E+01  	1.82559000E+03  	1.78677900E+03  	1.21706000E+02  
2     	0      	2      	2     	1      	1      	5         	5         	2.999504577E+01 	1.737482457E+01 	7.01330000E+01  	1.82559000E+03  	9.52450000E+01  	1.82559000E+03  
2     	0      	2      	13    	1      	13     	5         	1         	8.042095004E-07 	3.469012899E-07 	7.01330000E+01  	1.82559000E+03  	1.81582400E+03  	1.21706000E+02  
2     	0      	2      	9     	3      	7      	5         	3         	4.029441225E-05 	1.325864454E-05 	7.01330000E+01  	1.82559000E+03  	1.22495100E+03  	7.30236000E+02  
2     	0      	2      	2     	2      	0      	5         	5         	6.091361328E+00 	1.817556045E+00 	7.01330000E+01  	1.82559000E+03  	1.36588000E+02  	1.82559000E+03  
2     	0      	2      	3     	1      	3      	5         	5         	1.221986575E+01 	3.376202387E+00 	7.01330000E+01  	1.82559000E+03  	1.42331000E+02  	1.82559000E+03  
2     	1      	1      	10    	0      	10     	5         	3         	4.562302048E-06 	5.109590261E-04 	9.52450000E+01  	1.82559000E+03  	1.11815900E+03  	7.30236000E+02  
2     	1      	1      	1     	1      	1      	5         	5         	7.012341670E+00 	9.346361894E+01 	9.52450000E+01  	1.82559000E+03  	3.71580000E+01  	1.82559000E+03  
2     	1      	1      	10    	5      	5      	5         	1         	1.095009230E-05 	8.378391201E-05 	9.52450000E+01  	1.82559000E+03  	1.74805100E+03  	1.21706000E+02  
2     	1      	1      	8     	4      	4      	5         	3         	8.032285501E-05 	5.243321075E-04 	9.52450000E+01  	1.82559000E+03  	1.14191100E+03  	7.30236000E+02  
2     	1      	1      	2     	0      	2      	5         	5         	2.990170812E+01 	6.352281017E+01 	9.52450000E+01  	1.82559000E+03  	7.01330000E+01  	1.82559000E+03  
2     	1      	1      	12    	1      	11     	5         	1         	4.758951944E-07 	6.655270890E-07 	9.52450000E+01  	1.82559000E+03  	1.78677900E+03  	1.21706000E+02  
2     	1      	1      	2     	1      	1      	5         	5         	0.000000000E+00 	0.000000000E+00 	9.52450000E+01  	1.82559000E+03  	9.52450000E+01  	1.82559000E+03  
2     	1      	1      	13    	1      	13     	5         	1         	2.870680691E-07 	1.965003099E-07 	9.52450000E+01  	1.82559000E+03  	1.81582400E+03  	1.21706000E+02  
2     	1      	1      	9     	3      	7      	5         	3         	3.622461930E-05 	1.772958769E-05 	9.52450000E+01  	1.82559000E+03  	1.22495100E+03  	7.30236000E+02  
2     	1      	1      	2     	2      	0      	5         	5         	1.653788117E+01 	7.188470983E+00 	9.52450000E+01  	1.82559000E+03  	1.36588000E+02  	1.82559000E+03  
