j_i   	ka_i   	kc_i   	j_f   	ka_f   	kc_f   	H2_i(j)   	H2_f(j)   	sigmaU(Ang^2)   	sigmaE(Ang^2)   	E_i_H2O         	E_i_H2          	E_f_H2O         	E_f_H2          
0     	0      	0      	0     	0      	0      	1         	1         	0.000000000E+00 	0.000000000E+00 	0.00000000E+00  	1.21706000E+02  	0.00000000E+00  	1.21706000E+02  
0     	0      	0      	1     	1      	1      	1         	1         	2.657174075E+01 	2.389651645E+01 	0.00000000E+00  	1.21706000E+02  	3.71580000E+01  	1.21706000E+02  
0     	0      	0      	2     	0      	2      	1         	1         	8.335387507E+00 	6.853229562E+00 	0.00000000E+00  	1.21706000E+02  	7.01330000E+01  	1.21706000E+02  
0     	0      	0      	2     	1      	1      	1         	1         	1.963007548E+00 	1.511338458E+00 	0.00000000E+00  	1.21706000E+02  	9.52450000E+01  	1.21706000E+02  
0     	0      	0      	2     	2      	0      	1         	1         	3.272260689E+00 	2.271266231E+00 	0.00000000E+00  	1.21706000E+02  	1.36588000E+02  	1.21706000E+02  
0     	0      	0      	3     	1      	3      	1         	1         	9.862955214E-01 	6.750781816E-01 	0.00000000E+00  	1.21706000E+02  	1.42331000E+02  	1.21706000E+02  
0     	0      	0      	3     	2      	2      	1         	1         	3.625295873E-02 	2.134801068E-02 	0.00000000E+00  	1.21706000E+02  	2.06720000E+02  	1.21706000E+02  
0     	0      	0      	4     	0      	4      	1         	1         	4.669369930E-01 	2.655620804E-01 	0.00000000E+00  	1.21706000E+02  	2.22310000E+02  	1.21706000E+02  
0     	0      	0      	4     	1      	3      	1         	1         	1.073287964E-01 	5.437927360E-02 	0.00000000E+00  	1.21706000E+02  	2.76099000E+02  	1.21706000E+02  
0     	0      	0      	3     	3      	1      	1         	1         	1.972934287E-01 	9.765565227E-02 	0.00000000E+00  	1.21706000E+02  	2.87340000E+02  	1.21706000E+02  
0     	0      	0      	4     	2      	2      	1         	1         	4.887371961E-02 	2.279530278E-02 	0.00000000E+00  	1.21706000E+02  	3.16579000E+02  	1.21706000E+02  
0     	0      	0      	5     	1      	5      	1         	1         	6.448772174E-02 	2.946142461E-02 	0.00000000E+00  	1.21706000E+02  	3.26971000E+02  	1.21706000E+02  
0     	0      	0      	4     	3      	1      	1         	1         	4.903687611E-03 	1.999748780E-03 	0.00000000E+00  	1.21706000E+02  	3.85920000E+02  	1.21706000E+02  
0     	0      	0      	5     	2      	4      	1         	1         	1.254394603E-02 	4.829174418E-03 	0.00000000E+00  	1.21706000E+02  	4.17119000E+02  	1.21706000E+02  
0     	0      	0      	6     	0      	6      	1         	1         	1.533163831E-02 	5.589968560E-03 	0.00000000E+00  	1.21706000E+02  	4.47413000E+02  	1.21706000E+02  
0     	0      	0      	4     	4      	0      	1         	1         	3.284375475E-03 	1.103152276E-03 	0.00000000E+00  	1.21706000E+02  	4.94713000E+02  	1.21706000E+02  
0     	0      	0      	5     	3      	3      	1         	1         	1.667212558E-02 	5.491373049E-03 	0.00000000E+00  	1.21706000E+02  	5.06274000E+02  	1.21706000E+02  
0     	0      	0      	6     	1      	5      	1         	1         	2.268033541E-04 	7.007144013E-05 	0.00000000E+00  	1.21706000E+02  	5.44916000E+02  	1.21706000E+02  
0     	0      	0      	7     	1      	7      	1         	1         	5.459099316E-03 	1.575195459E-03 	0.00000000E+00  	1.21706000E+02  	5.87559000E+02  	1.21706000E+02  
0     	0      	0      	6     	2      	4      	1         	1         	1.749204157E-04 	4.905702429E-05 	0.00000000E+00  	1.21706000E+02  	6.05742000E+02  	1.21706000E+02  
0     	0      	0      	0     	0      	0      	1         	3         	4.040799426E-04 	1.128364420E-04 	0.00000000E+00  	1.21706000E+02  	0.00000000E+00  	7.30236000E+02  
0     	0      	0      	5     	4      	2      	1         	1         	6.477189400E-04 	1.786619266E-04 	0.00000000E+00  	1.21706000E+02  	6.16483000E+02  	1.21706000E+02  
0     	0      	0      	1     	1      	1      	1         	3         	7.838535559E-04 	2.068043118E-04 	0.00000000E+00  	1.21706000E+02  	3.71580000E+01  	7.30236000E+02  
0     	0      	0      	6     	3      	3      	1         	1         	4.075175435E-04 	1.044474949E-04 	0.00000000E+00  	1.21706000E+02  	6.65045000E+02  	1.21706000E+02  
0     	0      	0      	2     	0      	2      	1         	3         	2.507612045E-04 	6.299043120E-05 	0.00000000E+00  	1.21706000E+02  	7.01330000E+01  	7.30236000E+02  
1     	1      	1      	0     	0      	0      	1         	1         	7.783640993E+00 	8.706649845E+00 	3.71580000E+01  	1.21706000E+02  	0.00000000E+00  	1.21706000E+02  
1     	1      	1      	1     	1      	1      	1         	1         	0.000000000E+00 	0.000000000E+00 	3.71580000E+01  	1.21706000E+02  	3.71580000E+01  	1.21706000E+02  
1     	1      	1      	2     	0      	2      	1         	1         	1.393939309E+01 	1.268311608E+01 	3.71580000E+01  	1.21706000E+02  	7.01330000E+01  	1.21706000E+02  
1     	1      	1      	2     	1      	1      	1         	1         	9.388571130E+00 	7.972495839E+00 	3.71580000E+01  	1.21706000E+02  	9.52450000E+01  	1.21706000E+02  
1     	1      	1      	2     	2      	0      	1         	1         	6.800676798E+00 	5.179968398E+00 	3.71580000E+01  	1.21706000E+02  	1.36588000E+02  	1.21706000E+02  
1     	1      	1      	3     	1      	3      	1         	1         	2.941180363E+00 	2.207678016E+00 	3.71580000E+01  	1.21706000E+02  	1.42331000E+02  	1.21706000E+02  
1     	1      	1      	3     	2      	2      	1         	1         	5.728383674E-01 	3.674066364E-01 	3.71580000E+01  	1.21706000E+02  	2.06720000E+02  	1.21706000E+02  
1     	1      	1      	4     	0      	4      	1         	1         	4.750125168E-01 	2.938058899E-01 	3.71580000E+01  	1.21706000E+02  	2.22310000E+02  	1.21706000E+02  
1     	1      	1      	4     	1      	3      	1         	1         	1.355869353E-01 	7.435243878E-02 	3.71580000E+01  	1.21706000E+02  	2.76099000E+02  	1.21706000E+02  
1     	1      	1      	3     	3      	1      	1         	1         	5.230618650E-01 	2.799572165E-01 	3.71580000E+01  	1.21706000E+02  	2.87340000E+02  	1.21706000E+02  
1     	1      	1      	4     	2      	2      	1         	1         	8.068463696E-02 	4.059768736E-02 	3.71580000E+01  	1.21706000E+02  	3.16579000E+02  	1.21706000E+02  
1     	1      	1      	5     	1      	5      	1         	1         	1.953112165E-01 	9.618306636E-02 	3.71580000E+01  	1.21706000E+02  	3.26971000E+02  	1.21706000E+02  
1     	1      	1      	4     	3      	1      	1         	1         	3.667756669E-02 	1.605522013E-02 	3.71580000E+01  	1.21706000E+02  	3.85920000E+02  	1.21706000E+02  
1     	1      	1      	5     	2      	4      	1         	1         	2.961724922E-02 	1.221400385E-02 	3.71580000E+01  	1.21706000E+02  	4.17119000E+02  	1.21706000E+02  
1     	1      	1      	6     	0      	6      	1         	1         	2.670293522E-02 	1.040973040E-02 	3.71580000E+01  	1.21706000E+02  	4.47413000E+02  	1.21706000E+02  
1     	1      	1      	4     	4      	0      	1         	1         	1.228747825E-02 	4.400661560E-03 	3.71580000E+01  	1.21706000E+02  	4.94713000E+02  	1.21706000E+02  
1     	1      	1      	5     	3      	3      	1         	1         	1.186117268E-02 	4.163078443E-03 	3.71580000E+01  	1.21706000E+02  	5.06274000E+02  	1.21706000E+02  
