j_i   	ka_i   	kc_i   	j_f   	ka_f   	kc_f   	H2_i(j)   	H2_f(j)   	sigmaU(Ang^2)   	sigmaE(Ang^2)   	E_i_H2O       	E_i_H2        	E_f_H2O       	E_f_H2        
0     	0      	0      	0     	0      	0      	0         	0         	1.538337334E+02 	1.538337334E+02 	0.00000000E+00	0.00000000E+00	0.00000000E+00	0.00000000E+00
0     	0      	0      	1     	1      	1      	0         	0         	3.490687056E+00 	2.325997767E+00 	0.00000000E+00	0.00000000E+00	3.71580000E+01	0.00000000E+00
0     	0      	0      	2     	0      	2      	0         	0         	5.290191730E+00 	2.606173721E+00 	0.00000000E+00	0.00000000E+00	7.01330000E+01	0.00000000E+00
0     	0      	0      	2     	1      	1      	0         	0         	5.303827295E-02 	2.133147477E-02 	0.00000000E+00	0.00000000E+00	9.52450000E+01	0.00000000E+00
0     	0      	0      	2     	2      	0      	0         	0         	7.341940480E-02 	2.199066195E-02 	0.00000000E+00	0.00000000E+00	1.36588000E+02	0.00000000E+00
0     	0      	0      	3     	1      	3      	0         	0         	7.179114084E-01 	2.070710184E-01 	0.00000000E+00	0.00000000E+00	1.42331000E+02	0.00000000E+00
1     	1      	1      	0     	0      	0      	0         	0         	1.144577724E+00 	1.905859726E+00 	3.71580000E+01	0.00000000E+00	0.00000000E+00	0.00000000E+00
1     	1      	1      	1     	1      	1      	0         	0         	1.512617760E+02 	1.512617760E+02 	3.71580000E+01	0.00000000E+00	3.71580000E+01	0.00000000E+00
1     	1      	1      	2     	0      	2      	0         	0         	2.050000618E+00 	1.424311198E+00 	3.71580000E+01	0.00000000E+00	7.01330000E+01	0.00000000E+00
1     	1      	1      	2     	1      	1      	0         	0         	6.136317178E+00 	3.358086397E+00 	3.71580000E+01	0.00000000E+00	9.52450000E+01	0.00000000E+00
1     	1      	1      	2     	2      	0      	0         	0         	2.255745846E+00 	8.787707836E-01 	3.71580000E+01	0.00000000E+00	1.36588000E+02	0.00000000E+00
1     	1      	1      	3     	1      	3      	0         	0         	9.632007552E-01 	3.594565532E-01 	3.71580000E+01	0.00000000E+00	1.42331000E+02	0.00000000E+00
2     	0      	2      	0     	0      	0      	0         	0         	1.071954793E+00 	3.239169449E+00 	7.01330000E+01	0.00000000E+00	0.00000000E+00	0.00000000E+00
2     	0      	2      	1     	1      	1      	0         	0         	1.227594658E+00 	1.916680187E+00 	7.01330000E+01	0.00000000E+00	3.71580000E+01	0.00000000E+00
2     	0      	2      	2     	0      	2      	0         	0         	1.575391900E+02 	1.575391900E+02 	7.01330000E+01	0.00000000E+00	7.01330000E+01	0.00000000E+00
2     	0      	2      	2     	1      	1      	0         	0         	1.811303564E+00 	1.364651332E+00 	7.01330000E+01	0.00000000E+00	9.52450000E+01	0.00000000E+00
2     	0      	2      	2     	2      	0      	0         	0         	1.653509303E-01 	8.406638919E-02 	7.01330000E+01	0.00000000E+00	1.36588000E+02	0.00000000E+00
2     	0      	2      	3     	1      	3      	0         	0         	2.810896654E+00 	1.360765253E+00 	7.01330000E+01	0.00000000E+00	1.42331000E+02	0.00000000E+00
2     	0      	2      	3     	2      	2      	0         	0         	7.595685062E-02 	2.275068055E-02 	7.01330000E+01	0.00000000E+00	2.06720000E+02	0.00000000E+00
2     	0      	2      	4     	0      	4      	0         	0         	3.209808290E-01 	8.692515710E-02 	7.01330000E+01	0.00000000E+00	2.22310000E+02	0.00000000E+00
2     	1      	1      	0     	0      	0      	0         	0         	1.067854308E-02 	5.963342237E-02 	9.52450000E+01	0.00000000E+00	0.00000000E+00	0.00000000E+00
2     	1      	1      	1     	1      	1      	0         	0         	3.681235153E+00 	8.761106205E+00 	9.52450000E+01	0.00000000E+00	3.71580000E+01	0.00000000E+00
