j_i   		ka_i   		kc_i   		j_f   		ka_f   		kc_f   		H2_i(j)   		H2_f(j)   			sigmaU(Ang^2)   		sigmaE(Ang^2)   		E_i_H2O         		E_i_H2          		E_f_H2O         		E_f_H2          
10		8		2		10		4		6		3		5			9.694911489000E-03		2.081373072000E-03		2.343673000000E+03		7.302360000000E+02		1.637483000000E+03		1.825590000000E+03
10		8		2		10		5		5		3		5			1.301101347000E-02		2.103079152000E-03		2.343673000000E+03		7.302360000000E+02		1.748051000000E+03		1.825590000000E+03
10		8		2		10		7		3		3		3			5.387252801000E-01		5.843644478000E+00		2.343673000000E+03		7.302360000000E+02		2.109692000000E+03		7.302360000000E+02
10		8		2		10		8		2		3		3			0.000000000000E+00		0.000000000000E+00		2.343673000000E+03		7.302360000000E+02		2.343673000000E+03		7.302360000000E+02
10		8		2		10		9		1		3		1			4.265131672000E-04		1.414744937000E+00		2.343673000000E+03		7.302360000000E+02		2.610369000000E+03		1.217060000000E+02
10		8		2		10		9		1		3		3			3.569699342000E-01		1.109464922000E-01		2.343673000000E+03		7.302360000000E+02		2.610369000000E+03		7.302360000000E+02
10		8		2		10		10		0		3		1			1.402002863000E-01		7.686820518000E-02		2.343673000000E+03		7.302360000000E+02		2.909347000000E+03		1.217060000000E+02
10		8		2		11		1		11		3		5			2.337785700000E-06		1.497273520000E-06		2.343673000000E+03		7.302360000000E+02		1.332166000000E+03		1.825590000000E+03
10		8		2		11		2		10		3		5			5.003171035000E-05		1.459282176000E-05		2.343673000000E+03		7.302360000000E+02		1.534465000000E+03		1.825590000000E+03
10		8		2		11		3		9		3		5			2.857128033000E-04		5.058280878000E-05		2.343673000000E+03		7.302360000000E+02		1.710870000000E+03		1.825590000000E+03
10		8		2		11		5		7		3		3			5.082920881000E-03		1.419997179000E+01		2.343673000000E+03		7.302360000000E+02		2.014030000000E+03		7.302360000000E+02
10		8		2		11		6		6		3		3			1.486620819000E-01		5.574741573000E-01		2.343673000000E+03		7.302360000000E+02		2.181184000000E+03		7.302360000000E+02
10		8		2		11		7		5		3		1			2.224752009000E+01		4.498023207000E+01		2.343673000000E+03		7.302360000000E+02		2.379900000000E+03		1.217060000000E+02
10		8		2		11		7		5		3		3			5.028941047000E+00		4.097692408000E+00		2.343673000000E+03		7.302360000000E+02		2.379900000000E+03		7.302360000000E+02
10		8		2		11		8		4		3		1			6.093766774000E-04		4.873960365000E+00		2.343673000000E+03		7.302360000000E+02		2.612446000000E+03		1.217060000000E+02
10		8		2		11		8		4		3		3			1.270769593000E-01		3.922478588000E-02		2.343673000000E+03		7.302360000000E+02		2.612446000000E+03		7.302360000000E+02
10		8		2		11		9		3		3		1			5.786930792000E+00		1.760390999000E+00		2.343673000000E+03		7.302360000000E+02		2.878154000000E+03		1.217060000000E+02
10		8		2		12		0		12		3		5			4.337894480000E-07		1.150624528000E-07		2.343673000000E+03		7.302360000000E+02		1.564716000000E+03		1.825590000000E+03
10		8		2		12		1		11		3		5			6.329885884000E-06		9.345327775000E-07		2.343673000000E+03		7.302360000000E+02		1.786779000000E+03		1.825590000000E+03
10		8		2		12		3		9		3		3			1.226620666000E-03		8.086273950000E-03		2.343673000000E+03		7.302360000000E+02		2.138537000000E+03		7.302360000000E+02
10		8		2		12		4		8		3		3			2.967978999000E-03		5.887925839000E-03		2.343673000000E+03		7.302360000000E+02		2.246228000000E+03		7.302360000000E+02
10		8		2		12		5		7		3		3			1.339280796000E-02		1.350366322000E-02		2.343673000000E+03		7.302360000000E+02		2.342291000000E+03		7.302360000000E+02
10		8		2		12		6		6		3		1			8.167164829000E-03		5.264786225000E-02		2.343673000000E+03		7.302360000000E+02		2.483865000000E+03		1.217060000000E+02
10		8		2		12		6		6		3		3			1.076379250000E-01		5.358949711000E-02		2.343673000000E+03		7.302360000000E+02		2.483865000000E+03		7.302360000000E+02
10		8		2		12		7		5		3		1			2.672694818000E-02		1.203236884000E-02		2.343673000000E+03		7.302360000000E+02		2.676293000000E+03		1.217060000000E+02
10		8		2		12		7		5		3		3			3.499553584000E-02		8.837562049000E-03		2.343673000000E+03		7.302360000000E+02		2.676293000000E+03		7.302360000000E+02
10		8		2		12		8		4		3		1			2.618190415000E+00		1.372716792000E+00		2.343673000000E+03		7.302360000000E+02		2.906644000000E+03		1.217060000000E+02
10		8		2		12		9		3		3		1			6.777226138000E-02		3.664583174000E-01		2.343673000000E+03		7.302360000000E+02		3.171043000000E+03		1.217060000000E+02
10		8		2		13		1		13		3		5			7.124588579000E-08		9.853198330000E-09		2.343673000000E+03		7.302360000000E+02		1.815824000000E+03		1.825590000000E+03
10		8		2		13		2		12		3		3			2.723712758000E-06		1.224590975000E-04		2.343673000000E+03		7.302360000000E+02		2.057783000000E+03		7.302360000000E+02
10		8		2		13		3		11		3		3			8.338602494000E-05		1.331061019000E-04		2.343673000000E+03		7.302360000000E+02		2.273615000000E+03		7.302360000000E+02
10		8		2		13		4		10		3		1			2.512588872000E-04		1.203566423000E-03		2.343673000000E+03		7.302360000000E+02		2.462683000000E+03		1.217060000000E+02
10		8		2		13		4		10		3		3			6.334517270000E-04		3.454221606000E-04		2.343673000000E+03		7.302360000000E+02		2.462683000000E+03		7.302360000000E+02
10		8		2		13		5		9		3		1			9.214365724000E-04		8.098249730000E-04		2.343673000000E+03		7.302360000000E+02		2.632286000000E+03		1.217060000000E+02
10		8		2		13		5		9		3		3			2.141016999000E-03		6.195503869000E-04		2.343673000000E+03		7.302360000000E+02		2.632286000000E+03		7.302360000000E+02
10		8		2		13		6		8		3		1			1.221377179000E-02		1.178415887000E-04		2.343673000000E+03		7.302360000000E+02		2.803302000000E+03		1.217060000000E+02
10		8		2		13		7		7		3		1			1.793368879000E-01		2.929015180000E-01		2.343673000000E+03		7.302360000000E+02		2.998104000000E+03		1.217060000000E+02
10		8		2		14		0		14		3		3			2.500581519000E-08		4.662701124000E-07		2.343673000000E+03		7.302360000000E+02		2.085484000000E+03		7.302360000000E+02
10		8		2		14		1		13		3		3			1.161549718000E-06		1.137140810000E-06		2.343673000000E+03		7.302360000000E+02		2.347260000000E+03		7.302360000000E+02
10		8		2		14		2		12		3		1			1.954413301000E-07		1.976232458000E-05		2.343673000000E+03		7.302360000000E+02		2.582789000000E+03		1.217060000000E+02
10		8		2		14		2		12		3		3			1.511388859000E-05		5.158742746000E-06		2.343673000000E+03		7.302360000000E+02		2.582789000000E+03		7.302360000000E+02
10		8		2		14		3		11		3		1			1.518837395000E-04		6.401935845000E-10		2.343673000000E+03		7.302360000000E+02		2.787422000000E+03		1.217060000000E+02
10		8		2		14		4		10		3		1			8.359388018000E-04		7.790061033000E-04		2.343673000000E+03		7.302360000000E+02		2.946481000000E+03		1.217060000000E+02
10		8		2		14		5		9		3		1			1.289780581000E-03		3.453336849000E-03		2.343673000000E+03		7.302360000000E+02		3.057268000000E+03		1.217060000000E+02
10		8		2		15		1		15		3		1			1.759087395000E-04		3.376977432000E-04		2.343673000000E+03		7.302360000000E+02		2.373699000000E+03		1.217060000000E+02
10		8		2		15		1		15		3		3			1.196004800000E-08		1.007830752000E-08		2.343673000000E+03		7.302360000000E+02		2.373699000000E+03		7.302360000000E+02
10		8		2		15		2		14		3		1			1.421757814000E-07		9.055905073000E-08		2.343673000000E+03		7.302360000000E+02		2.655302000000E+03		1.217060000000E+02
10		8		2		15		2		14		3		3			1.733836535000E-07		4.666960547000E-08		2.343673000000E+03		7.302360000000E+02		2.655302000000E+03		7.302360000000E+02
10		8		2		15		3		13		3		1			6.711095412000E-06		3.783775323000E-06		2.343673000000E+03		7.302360000000E+02		2.911067000000E+03		1.217060000000E+02
10		8		2		15		4		12		3		1			5.174804867000E-05		2.353480142000E-04		2.343673000000E+03		7.302360000000E+02		3.139217000000E+03		1.217060000000E+02
10		8		2		16		0		16		3		1			1.105532712000E-09		4.609022841000E-10		2.343673000000E+03		7.302360000000E+02		2.680468000000E+03		1.217060000000E+02
10		8		2		16		1		15		3		1			4.860144838000E-08		6.764098472000E-08		2.343673000000E+03		7.302360000000E+02		2.981879000000E+03		1.217060000000E+02
10		8		2		17		1		17		3		1			6.251808602000E-10		1.096830765000E-09		2.343673000000E+03		7.302360000000E+02		3.005792000000E+03		1.217060000000E+02
10		9		1		2		1		1		3		7			8.765034348000E-05		3.983475660000E-05		2.610369000000E+03		7.302360000000E+02		9.524500000000E+01		3.407768000000E+03
10		9		1		2		2		0		3		7			1.037583420000E-05		4.020820328000E-06		2.610369000000E+03		7.302360000000E+02		1.365880000000E+02		3.407768000000E+03
10		9		1		3		1		3		3		7			4.348027472000E-06		1.649646455000E-06		2.610369000000E+03		7.302360000000E+02		1.423310000000E+02		3.407768000000E+03
10		9		1		3		2		2		3		7			2.371067140000E-05		7.196632914000E-06		2.610369000000E+03		7.302360000000E+02		2.067200000000E+02		3.407768000000E+03
10		9		1		3		3		1		3		7			2.429519989000E-05		5.752649208000E-06		2.610369000000E+03		7.302360000000E+02		2.873400000000E+02		3.407768000000E+03
10		9		1		4		0		4		3		7			6.516863834000E-07		1.880615743000E-07		2.610369000000E+03		7.302360000000E+02		2.223100000000E+02		3.407768000000E+03
10		9		1		4		1		3		3		7			3.513249847000E-06		8.596327480000E-07		2.610369000000E+03		7.302360000000E+02		2.760990000000E+02		3.407768000000E+03
10		9		1		4		2		2		3		7			1.181817194000E-05		2.575580724000E-06		2.610369000000E+03		7.302360000000E+02		3.165790000000E+02		3.407768000000E+03
10		9		1		4		3		1		3		7			1.992321474000E-04		3.612373075000E-05		2.610369000000E+03		7.302360000000E+02		3.859200000000E+02		3.407768000000E+03
10		9		1		4		4		0		3		7			1.281051120000E-04		1.793958074000E-05		2.610369000000E+03		7.302360000000E+02		4.947130000000E+02		3.407768000000E+03
10		9		1		5		1		5		3		7			4.010533183000E-07		8.493281599000E-08		2.610369000000E+03		7.302360000000E+02		3.269710000000E+02		3.407768000000E+03
10		9		1		5		2		4		3		7			6.394212981000E-06		1.072850701000E-06		2.610369000000E+03		7.302360000000E+02		4.171190000000E+02		3.407768000000E+03
10		9		1		5		3		3		3		7			4.651960791000E-05		6.349936201000E-06		2.610369000000E+03		7.302360000000E+02		5.062740000000E+02		3.407768000000E+03
10		9		1		5		4		2		3		7			9.373633752000E-04		1.017859175000E-04		2.610369000000E+03		7.302360000000E+02		6.164830000000E+02		3.407768000000E+03
10		9		1		6		0		6		3		7			2.896451115000E-07		4.519792623000E-08		2.610369000000E+03		7.302360000000E+02		4.474130000000E+02		3.407768000000E+03
10		9		1		6		1		5		3		7			2.417573372000E-06		3.036471185000E-07		2.610369000000E+03		7.302360000000E+02		5.449160000000E+02		3.407768000000E+03
10		9		1		6		2		4		3		7			2.558485462000E-06		2.837663929000E-07		2.610369000000E+03		7.302360000000E+02		6.057420000000E+02		3.407768000000E+03
10		9		1		6		3		3		3		7			1.469811419000E-05		1.454214664000E-06		2.610369000000E+03		7.302360000000E+02		6.650450000000E+02		3.407768000000E+03
10		9		1		7		1		7		3		7			7.003124852000E-08		8.055023461000E-09		2.610369000000E+03		7.302360000000E+02		5.875590000000E+02		3.407768000000E+03
10		9		1		7		2		6		3		7			6.415323991000E-07		5.823548990000E-08		2.610369000000E+03		7.302360000000E+02		7.120420000000E+02		3.407768000000E+03
10		9		1		7		7		1		3		5			1.075580015000E+00		1.640354137000E+00		2.610369000000E+03		7.302360000000E+02		1.451092000000E+03		1.825590000000E+03
10		9		1		8		0		8		3		7			1.186952189000E-08		1.015112224000E-09		2.610369000000E+03		7.302360000000E+02		7.457810000000E+02		3.407768000000E+03
10		9		1		8		6		2		3		5			1.915773523000E+00		3.124978655000E+00		2.610369000000E+03		7.302360000000E+02		1.442095000000E+03		1.825590000000E+03
10		9		1		8		7		1		3		5			7.440610322000E+00		3.859671161000E+00		2.610369000000E+03		7.302360000000E+02		1.645533000000E+03		1.825590000000E+03
10		9		1		8		8		0		3		5			8.592147437000E-01		1.966125653000E-01		2.610369000000E+03		7.302360000000E+02		1.881415000000E+03		1.825590000000E+03
10		9		1		9		5		5		3		5			4.865174909000E-02		5.550631659000E-02		2.610369000000E+03		7.302360000000E+02		1.493585000000E+03		1.825590000000E+03
10		9		1		9		6		4		3		5			2.500027916000E-01		1.206324242000E-01		2.610369000000E+03		7.302360000000E+02		1.662719000000E+03		1.825590000000E+03
10		9		1		9		7		3		3		5			6.557680510000E-01		1.573375893000E-01		2.610369000000E+03		7.302360000000E+02		1.864974000000E+03		1.825590000000E+03
10		9		1		9		9		1		3		3			1.599159021000E-01		2.081525207000E+00		2.610369000000E+03		7.302360000000E+02		2.367500000000E+03		7.302360000000E+02
10		9		1		10		2		8		3		5			1.945797678000E-03		2.960175018000E-03		2.610369000000E+03		7.302360000000E+02		1.451429000000E+03		1.825590000000E+03
10		9		1		10		3		7		3		5			6.791737554000E-04		5.351294358000E-04		2.610369000000E+03		7.302360000000E+02		1.557545000000E+03		1.825590000000E+03
10		9		1		10		4		6		3		5			1.316253225000E-03		7.069683091000E-04		2.610369000000E+03		7.302360000000E+02		1.637483000000E+03		1.825590000000E+03
10		9		1		10		5		5		3		5			1.151845237000E-02		4.015995336000E-03		2.610369000000E+03		7.302360000000E+02		1.748051000000E+03		1.825590000000E+03
10		9		1		10		6		4		3		5			3.007746000000E-02		6.362923192000E-03		2.610369000000E+03		7.302360000000E+02		1.909534000000E+03		1.825590000000E+03
10		9		1		10		8		2		3		3			2.830038607000E-01		6.652031730000E+00		2.610369000000E+03		7.302360000000E+02		2.343673000000E+03		7.302360000000E+02
10		9		1		10		9		1		3		3			0.000000000000E+00		0.000000000000E+00		2.610369000000E+03		7.302360000000E+02		2.610369000000E+03		7.302360000000E+02
10		9		1		10		10		0		3		1			2.009539821000E-02		1.537531801000E-02		2.610369000000E+03		7.302360000000E+02		2.909347000000E+03		1.217060000000E+02
10		9		1		10		10		0		3		3			1.469552116000E-01		4.114775923000E-02		2.610369000000E+03		7.302360000000E+02		2.909347000000E+03		7.302360000000E+02
10		9		1		11		2		10		3		5			8.997562167000E-06		8.039820889000E-06		2.610369000000E+03		7.302360000000E+02		1.534465000000E+03		1.825590000000E+03
10		9		1		11		3		9		3		5			5.790013444000E-05		2.310849352000E-05		2.610369000000E+03		7.302360000000E+02		1.710870000000E+03		1.825590000000E+03
10		9		1		11		4		8		3		5			3.214765191000E-04		7.710469532000E-05		2.610369000000E+03		7.302360000000E+02		1.865093000000E+03		1.825590000000E+03
10		9		1		11		5		7		3		5			1.092991077000E-03		1.769728387000E-04		2.610369000000E+03		7.302360000000E+02		2.014030000000E+03		1.825590000000E+03
10		9		1		11		7		5		3		3			5.158480471000E-02		5.229260035000E-01		2.610369000000E+03		7.302360000000E+02		2.379900000000E+03		7.302360000000E+02
10		9		1		11		8		4		3		3			2.498328540000E+00		2.467725519000E+00		2.610369000000E+03		7.302360000000E+02		2.612446000000E+03		7.302360000000E+02
10		9		1		11		9		3		3		1			9.365487945000E-04		4.696091286000E+00		2.610369000000E+03		7.302360000000E+02		2.878154000000E+03		1.217060000000E+02
10		9		1		11		9		3		3		3			1.220818143000E-01		3.780636219000E-02		2.610369000000E+03		7.302360000000E+02		2.878154000000E+03		7.302360000000E+02
10		9		1		11		10		2		3		1			1.292172321000E-01		1.693063652000E-01		2.610369000000E+03		7.302360000000E+02		3.176436000000E+03		1.217060000000E+02
10		9		1		12		0		12		3		5			4.709254661000E-08		3.573791416000E-08		2.610369000000E+03		7.302360000000E+02		1.564716000000E+03		1.825590000000E+03
10		9		1		12		1		11		3		5			1.739304479000E-06		5.315990875000E-07		2.610369000000E+03		7.302360000000E+02		1.786779000000E+03		1.825590000000E+03
10		9		1		12		2		10		3		5			1.913847594000E-05		3.356263317000E-06		2.610369000000E+03		7.302360000000E+02		1.981367000000E+03		1.825590000000E+03
10		9		1		12		5		7		3		3			3.349400709000E-04		8.196429953000E-03		2.610369000000E+03		7.302360000000E+02		2.342291000000E+03		7.302360000000E+02
10		9		1		12		6		6		3		3			5.605987243000E-03		1.442046250000E-02		2.610369000000E+03		7.302360000000E+02		2.483865000000E+03		7.302360000000E+02
10		9		1		12		7		5		3		1			4.009973437000E-02		1.060557431000E-01		2.610369000000E+03		7.302360000000E+02		2.676293000000E+03		1.217060000000E+02
10		9		1		12		7		5		3		3			6.530916100000E-02		4.564201187000E-02		2.610369000000E+03		7.302360000000E+02		2.676293000000E+03		7.302360000000E+02
10		9		1		12		8		4		3		1			1.020857790000E-02		8.105837150000E-03		2.610369000000E+03		7.302360000000E+02		2.906644000000E+03		1.217060000000E+02
10		9		1		12		8		4		3		3			2.401464387000E-02		6.781764190000E-03		2.610369000000E+03		7.302360000000E+02		2.906644000000E+03		7.302360000000E+02
10		9		1		12		9		3		3		1			7.610725694000E-01		3.838452036000E-01		2.610369000000E+03		7.302360000000E+02		3.171043000000E+03		1.217060000000E+02
10		9		1		13		1		13		3		5			1.140944671000E-08		3.176323689000E-09		2.610369000000E+03		7.302360000000E+02		1.815824000000E+03		1.825590000000E+03
10		9		1		13		2		12		3		5			1.646343444000E-07		2.406858316000E-08		2.610369000000E+03		7.302360000000E+02		2.057783000000E+03		1.825590000000E+03
10		9		1		13		4		10		3		3			2.865690241000E-05		9.123103097000E-05		2.610369000000E+03		7.302360000000E+02		2.462683000000E+03		7.302360000000E+02
10		9		1		13		5		9		3		3			3.872932387000E-04		3.413137755000E-04		2.610369000000E+03		7.302360000000E+02		2.632286000000E+03		7.302360000000E+02
10		9		1		13		6		8		3		1			9.483430090000E-05		1.689859520000E-03		2.610369000000E+03		7.302360000000E+02		2.803302000000E+03		1.217060000000E+02
10		9		1		13		6		8		3		3			2.868138454000E-03		1.157383643000E-03		2.610369000000E+03		7.302360000000E+02		2.803302000000E+03		7.302360000000E+02
10		9		1		13		7		7		3		1			2.963069707000E-03		3.368704836000E-04		2.610369000000E+03		7.302360000000E+02		2.998104000000E+03		1.217060000000E+02
10		9		1		13		8		6		3		1			4.538238216000E-04		4.339950864000E-04		2.610369000000E+03		7.302360000000E+02		3.226489000000E+03		1.217060000000E+02
10		9		1		14		0		14		3		5			1.890086868000E-09		2.596895098000E-10		2.610369000000E+03		7.302360000000E+02		2.085484000000E+03		1.825590000000E+03
10		9		1		14		1		13		3		3			5.784807569000E-08		1.229191801000E-06		2.610369000000E+03		7.302360000000E+02		2.347260000000E+03		7.302360000000E+02
10		9		1		14		2		12		3		3			1.951413116000E-06		2.316022151000E-06		2.610369000000E+03		7.302360000000E+02		2.582789000000E+03		7.302360000000E+02
10		9		1		14		3		11		3		1			1.511497327000E-06		1.871924848000E-05		2.610369000000E+03		7.302360000000E+02		2.787422000000E+03		1.217060000000E+02
10		9		1		14		3		11		3		3			2.299364932000E-05		9.861931817000E-06		2.610369000000E+03		7.302360000000E+02		2.787422000000E+03		7.302360000000E+02
10		9		1		14		4		10		3		1			2.151492822000E-05		9.084976232000E-06		2.610369000000E+03		7.302360000000E+02		2.946481000000E+03		1.217060000000E+02
10		9		1		14		5		9		3		1			7.779083295000E-05		3.473209664000E-08		2.610369000000E+03		7.302360000000E+02		3.057268000000E+03		1.217060000000E+02
10		9		1		14		6		8		3		1			4.131054660000E-05		5.455322214000E-05		2.610369000000E+03		7.302360000000E+02		3.175287000000E+03		1.217060000000E+02
10		9		1		15		1		15		3		3			5.352842550000E-10		6.124944432000E-09		2.610369000000E+03		7.302360000000E+02		2.373699000000E+03		7.302360000000E+02
10		9		1		15		2		14		3		1			1.677984474000E-06		3.657071289000E-06		2.610369000000E+03		7.302360000000E+02		2.655302000000E+03		1.217060000000E+02
10		9		1		15		2		14		3		3			3.148805632000E-08		2.449780731000E-08		2.610369000000E+03		7.302360000000E+02		2.655302000000E+03		7.302360000000E+02
10		9		1		15		3		13		3		1			1.994594440000E-07		1.489965558000E-07		2.610369000000E+03		7.302360000000E+02		2.911067000000E+03		1.217060000000E+02
10		9		1		15		3		13		3		3			3.628562207000E-07		1.010522892000E-07		2.610369000000E+03		7.302360000000E+02		2.911067000000E+03		7.302360000000E+02
10		9		1		15		4		12		3		1			3.893562014000E-06		1.042437157000E-06		2.610369000000E+03		7.302360000000E+02		3.139217000000E+03		1.217060000000E+02
10		9		1		16		0		16		3		1			2.788397051000E-09		7.682085360000E-09		2.610369000000E+03		7.302360000000E+02		2.680468000000E+03		1.217060000000E+02
10		9		1		16		0		16		3		3			2.597308073000E-10		1.778026298000E-10		2.610369000000E+03		7.302360000000E+02		2.680468000000E+03		7.302360000000E+02
10		9		1		16		1		15		3		1			2.892627683000E-09		5.484675769000E-10		2.610369000000E+03		7.302360000000E+02		2.981879000000E+03		1.217060000000E+02
10		9		1		16		2		14		3		1			1.003353762000E-08		8.069280226000E-09		2.610369000000E+03		7.302360000000E+02		3.257569000000E+03		1.217060000000E+02
10		9		1		17		1		17		3		1			3.516228761000E-11		2.969784677000E-12		2.610369000000E+03		7.302360000000E+02		3.005792000000E+03		1.217060000000E+02
10		10		0		4		3		1		3		7			7.827922583000E-03		3.679144204000E-03		2.909347000000E+03		7.302360000000E+02		3.859200000000E+02		3.407768000000E+03
10		10		0		4		4		0		3		7			3.400128875000E-04		1.070208036000E-04		2.909347000000E+03		7.302360000000E+02		4.947130000000E+02		3.407768000000E+03
10		10		0		5		2		4		3		7			7.439705775000E-06		3.090666897000E-06		2.909347000000E+03		7.302360000000E+02		4.171190000000E+02		3.407768000000E+03
10		10		0		5		3		3		3		7			1.565557646000E-05		4.742797873000E-06		2.909347000000E+03		7.302360000000E+02		5.062740000000E+02		3.407768000000E+03
10		10		0		5		4		2		3		7			8.866487381000E-05		1.927345962000E-05		2.909347000000E+03		7.302360000000E+02		6.164830000000E+02		3.407768000000E+03
10		10		0		5		5		1		3		7			3.358512678000E-03		5.103811824000E-04		2.909347000000E+03		7.302360000000E+02		7.577320000000E+02		3.407768000000E+03
10		10		0		6		0		6		3		7			9.893616217000E-08		3.671032664000E-08		2.909347000000E+03		7.302360000000E+02		4.474130000000E+02		3.407768000000E+03
10		10		0		6		1		5		3		7			2.892401911000E-07		7.750195149000E-08		2.909347000000E+03		7.302360000000E+02		5.449160000000E+02		3.407768000000E+03
10		10		0		6		2		4		3		7			7.568101277000E-07		1.695266979000E-07		2.909347000000E+03		7.302360000000E+02		6.057420000000E+02		3.407768000000E+03
10		10		0		6		3		3		3		7			4.792822066000E-06		9.144446725000E-07		2.909347000000E+03		7.302360000000E+02		6.650450000000E+02		3.407768000000E+03
10		10		0		6		4		2		3		7			4.507593488000E-05		6.745243739000E-06		2.909347000000E+03		7.302360000000E+02		7.644010000000E+02		3.407768000000E+03
10		10		0		6		5		1		3		7			2.552861741000E-04		2.836597468000E-05		2.909347000000E+03		7.302360000000E+02		9.038000000000E+02		3.407768000000E+03
10		10		0		7		1		7		3		7			1.088552028000E-08		2.568247916000E-09		2.909347000000E+03		7.302360000000E+02		5.875590000000E+02		3.407768000000E+03
10		10		0		7		2		6		3		7			1.890873872000E-07		3.204196946000E-08		2.909347000000E+03		7.302360000000E+02		7.120420000000E+02		3.407768000000E+03
10		10		0		7		3		5		3		7			1.536412739000E-06		2.026664518000E-07		2.909347000000E+03		7.302360000000E+02		8.209440000000E+02		3.407768000000E+03
10		10		0		7		4		4		3		7			8.904607430000E-06		9.304119129000E-07		2.909347000000E+03		7.302360000000E+02		9.352780000000E+02		3.407768000000E+03
10		10		0		8		0		8		3		7			3.640446897000E-09		5.688924211000E-10		2.909347000000E+03		7.302360000000E+02		7.457810000000E+02		3.407768000000E+03
10		10		0		8		1		7		3		7			5.999032468000E-08		6.894223816000E-09		2.909347000000E+03		7.302360000000E+02		8.869600000000E+02		3.407768000000E+03
10		10		0		8		2		6		3		7			1.947560836000E-07		1.835105684000E-08		2.909347000000E+03		7.302360000000E+02		9.904120000000E+02		3.407768000000E+03
10		10		0		8		8		0		3		5			4.314535872000E+00		2.992908797000E+00		2.909347000000E+03		7.302360000000E+02		1.881415000000E+03		1.825590000000E+03
10		10		0		9		1		9		3		7			8.276950633000E-10		8.860977140000E-11		2.909347000000E+03		7.302360000000E+02		9.227280000000E+02		3.407768000000E+03
10		10		0		9		7		3		3		5			1.711680540000E-01		1.290392954000E-01		2.909347000000E+03		7.302360000000E+02		1.864974000000E+03		1.825590000000E+03
10		10		0		9		8		2		3		5			1.698440446000E+00		4.955012768000E-01		2.909347000000E+03		7.302360000000E+02		2.100067000000E+03		1.825590000000E+03
10		10		0		9		9		1		3		5			2.501185329000E-01		3.568828572000E-02		2.909347000000E+03		7.302360000000E+02		2.367500000000E+03		1.825590000000E+03
10		10		0		10		5		5		3		5			1.093219178000E-02		1.692277976000E-02		2.909347000000E+03		7.302360000000E+02		1.748051000000E+03		1.825590000000E+03
10		10		0		10		6		4		3		5			1.178590634000E-02		7.144920702000E-03		2.909347000000E+03		7.302360000000E+02		1.909534000000E+03		1.825590000000E+03
10		10		0		10		7		3		3		5			8.080986508000E-02		2.286243889000E-02		2.909347000000E+03		7.302360000000E+02		2.109692000000E+03		1.825590000000E+03
10		10		0		10		8		2		3		5			2.208617713000E-02		3.327241602000E-03		2.909347000000E+03		7.302360000000E+02		2.343673000000E+03		1.825590000000E+03
10		10		0		10		9		1		3		3			2.248265437000E-01		1.851852473000E+01		2.909347000000E+03		7.302360000000E+02		2.610369000000E+03		7.302360000000E+02
10		10		0		10		10		0		3		3			0.000000000000E+00		0.000000000000E+00		2.909347000000E+03		7.302360000000E+02		2.909347000000E+03		7.302360000000E+02
10		10		0		11		4		8		3		5			4.988332696000E-05		3.758266935000E-05		2.909347000000E+03		7.302360000000E+02		1.865093000000E+03		1.825590000000E+03
10		10		0		11		5		7		3		5			4.315497321000E-04		1.695586188000E-04		2.909347000000E+03		7.302360000000E+02		2.014030000000E+03		1.825590000000E+03
10		10		0		11		6		6		3		5			2.878972803000E-03		6.573088955000E-04		2.909347000000E+03		7.302360000000E+02		2.181184000000E+03		1.825590000000E+03
10		10		0		11		7		5		3		5			1.842483516000E-03		2.557164405000E-04		2.909347000000E+03		7.302360000000E+02		2.379900000000E+03		1.825590000000E+03
10		10		0		11		8		4		3		3			2.745260841000E-02		2.027359984000E+00		2.909347000000E+03		7.302360000000E+02		2.612446000000E+03		7.302360000000E+02
10		10		0		11		9		3		3		3			1.508153957000E+00		1.832628177000E+00		2.909347000000E+03		7.302360000000E+02		2.878154000000E+03		7.302360000000E+02
10		10		0		11		10		2		3		1			1.090826233000E-03		4.159840478000E+00		2.909347000000E+03		7.302360000000E+02		3.176436000000E+03		1.217060000000E+02
10		10		0		11		10		2		3		3			1.163422387000E-01		3.611213429000E-02		2.909347000000E+03		7.302360000000E+02		3.176436000000E+03		7.302360000000E+02
10		10		0		11		11		1		3		1			1.466060849000E-01		1.566229474000E-01		2.909347000000E+03		7.302360000000E+02		3.506955000000E+03		1.217060000000E+02
10		10		0		12		1		11		3		5			4.938499116000E-07		5.847339793000E-07		2.909347000000E+03		7.302360000000E+02		1.786779000000E+03		1.825590000000E+03
10		10		0		12		2		10		3		5			4.624785989000E-06		2.060575993000E-06		2.909347000000E+03		7.302360000000E+02		1.981367000000E+03		1.825590000000E+03
10		10		0		12		3		9		3		5			1.898226560000E-05		4.911601197000E-06		2.909347000000E+03		7.302360000000E+02		2.138537000000E+03		1.825590000000E+03
10		10		0		12		4		8		3		5			9.813511881000E-06		1.877218514000E-06		2.909347000000E+03		7.302360000000E+02		2.246228000000E+03		1.825590000000E+03
10		10		0		12		5		7		3		5			5.837066475000E-05		8.821575959000E-06		2.909347000000E+03		7.302360000000E+02		2.342291000000E+03		1.825590000000E+03
10		10		0		12		7		5		3		3			3.440875452000E-03		3.665460590000E-02		2.909347000000E+03		7.302360000000E+02		2.676293000000E+03		7.302360000000E+02
