j_i   	ka_i   	kc_i   	j_f   	ka_f   	kc_f   	H2_i(j)   	H2_f(j)   	sigmaU(Ang^2)   	sigmaE(Ang^2)   	E_i_H2O         	E_i_H2          	E_f_H2O         	E_f_H2          
1     	0      	1      	4     	2      	3      	3         	1         	1.635656121E-03 	8.764120313E+00 	2.37990000E+01  	7.30236000E+02  	3.00920000E+02  	1.21706000E+02  
1     	0      	1      	5     	0      	5      	3         	1         	2.709280121E-03 	3.524403270E-01 	2.37990000E+01  	7.30236000E+02  	3.25789000E+02  	1.21706000E+02  
1     	0      	1      	4     	3      	2      	3         	1         	5.442587433E-03 	7.888677589E-02 	2.37990000E+01  	7.30236000E+02  	3.84585000E+02  	1.21706000E+02  
1     	0      	1      	5     	1      	4      	3         	1         	2.470536002E-03 	2.561919044E-02 	2.37990000E+01  	7.30236000E+02  	4.00670000E+02  	1.21706000E+02  
1     	0      	1      	6     	1      	6      	3         	1         	4.056834803E-03 	1.993668472E-02 	2.37990000E+01  	7.30236000E+02  	4.47897000E+02  	1.21706000E+02  
1     	0      	1      	5     	2      	3      	3         	1         	1.572124855E-02 	7.705481740E-02 	2.37990000E+01  	7.30236000E+02  	4.48098000E+02  	1.21706000E+02  
1     	0      	1      	4     	4      	1      	3         	1         	8.566639623E-03 	2.458039092E-02 	2.37990000E+01  	7.30236000E+02  	4.94688000E+02  	1.21706000E+02  
1     	0      	1      	5     	3      	2      	3         	1         	1.525130813E-02 	3.728165499E-02 	2.37990000E+01  	7.30236000E+02  	5.11234000E+02  	1.21706000E+02  
1     	0      	1      	6     	2      	5      	3         	1         	4.501444181E-03 	7.628187763E-03 	2.37990000E+01  	7.30236000E+02  	5.54439000E+02  	1.21706000E+02  
1     	0      	1      	7     	0      	7      	3         	1         	2.938772786E-03 	3.916849697E-03 	2.37990000E+01  	7.30236000E+02  	5.87370000E+02  	1.21706000E+02  
1     	0      	1      	5     	4      	1      	3         	1         	1.209117802E-02 	1.329911860E-02 	2.37990000E+01  	7.30236000E+02  	6.16707000E+02  	1.21706000E+02  
1     	0      	1      	1     	0      	1      	3         	3         	0.000000000E+00 	0.000000000E+00 	2.37990000E+01  	7.30236000E+02  	2.37990000E+01  	7.30236000E+02  
1     	0      	1      	1     	1      	0      	3         	3         	2.308398737E+01 	2.072548780E+01 	2.37990000E+01  	7.30236000E+02  	4.24020000E+01  	7.30236000E+02  
1     	0      	1      	6     	3      	4      	3         	1         	1.376184004E-02 	1.228372155E-02 	2.37990000E+01  	7.30236000E+02  	6.51971000E+02  	1.21706000E+02  
1     	0      	1      	2     	1      	2      	3         	3         	1.576135433E+01 	1.159670046E+01 	2.37990000E+01  	7.30236000E+02  	7.95130000E+01  	7.30236000E+02  
1     	0      	1      	7     	1      	6      	3         	1         	6.462991342E-04 	4.322977498E-04 	2.37990000E+01  	7.30236000E+02  	7.07162000E+02  	1.21706000E+02  
1     	0      	1      	2     	2      	1      	3         	3         	2.901159670E+00 	1.635386414E+00 	2.37990000E+01  	7.30236000E+02  	1.35322000E+02  	7.30236000E+02  
1     	0      	1      	3     	0      	3      	3         	3         	4.136374164E+00 	2.315427539E+00 	2.37990000E+01  	7.30236000E+02  	1.36890000E+02  	7.30236000E+02  
1     	0      	1      	8     	1      	8      	3         	1         	1.423854223E-03 	7.955014415E-04 	2.37990000E+01  	7.30236000E+02  	7.45852000E+02  	1.21706000E+02  
1     	0      	1      	5     	5      	0      	3         	1         	2.201890125E-03 	1.167641311E-03 	2.37990000E+01  	7.30236000E+02  	7.57735000E+02  	1.21706000E+02  
1     	0      	1      	6     	4      	3      	3         	1         	2.748044911E-03 	1.422567679E-03 	2.37990000E+01  	7.30236000E+02  	7.63327000E+02  	1.21706000E+02  
1     	0      	1      	3     	1      	2      	3         	3         	8.046163562E-01 	3.849070285E-01 	2.37990000E+01  	7.30236000E+02  	1.73598000E+02  	7.30236000E+02  
1     	0      	1      	7     	2      	5      	3         	1         	1.182750345E-03 	5.537423142E-04 	2.37990000E+01  	7.30236000E+02  	7.87387000E+02  	1.21706000E+02  
1     	0      	1      	3     	2      	1      	3         	3         	8.366487112E-01 	3.429157879E-01 	2.37990000E+01  	7.30236000E+02  	2.12628000E+02  	7.30236000E+02  
1     	0      	1      	4     	1      	4      	3         	3         	7.797360854E-01 	3.050448567E-01 	2.37990000E+01  	7.30236000E+02  	2.24994000E+02  	7.30236000E+02  
1     	0      	1      	7     	3      	4      	3         	1         	7.447770351E-04 	2.762880495E-04 	2.37990000E+01  	7.30236000E+02  	8.47989000E+02  	1.21706000E+02  
1     	0      	1      	8     	2      	7      	3         	1         	1.995171242E-04 	6.407392049E-05 	2.37990000E+01  	7.30236000E+02  	8.89239000E+02  	1.21706000E+02  
1     	0      	1      	3     	3      	0      	3         	3         	1.574447451E-01 	4.941785105E-02 	2.37990000E+01  	7.30236000E+02  	2.87537000E+02  	7.30236000E+02  
1     	0      	1      	6     	5      	2      	3         	1         	8.937608218E-04 	2.734613135E-04 	2.37990000E+01  	7.30236000E+02  	9.03768000E+02  	1.21706000E+02  
1     	0      	1      	4     	2      	3      	3         	3         	1.016244090E-01 	3.052005066E-02 	2.37990000E+01  	7.30236000E+02  	3.00920000E+02  	7.30236000E+02  
1     	0      	1      	9     	0      	9      	3         	1         	2.550358174E-04 	7.338621420E-05 	2.37990000E+01  	7.30236000E+02  	9.22702000E+02  	1.21706000E+02  
