j_i   	ka_i   	kc_i   	j_f   	ka_f   	kc_f   	H2_i(j)   	H2_f(j)   	sigmaU(Ang^2)   	sigmaE(Ang^2)   	E_i_H2O         	E_i_H2          	E_f_H2O         	E_f_H2          
1     	0      	1      	1     	0      	1      	0         	0         	0.000000000E+00 	0.000000000E+00 	2.37990000E+01  	0.00000000E+00  	2.37990000E+01  	0.00000000E+00  
1     	0      	1      	1     	1      	0      	0         	0         	2.421970281E+00 	2.358223830E+00 	2.37990000E+01  	0.00000000E+00  	4.24020000E+01  	0.00000000E+00  
1     	0      	1      	2     	1      	2      	0         	0         	3.266616192E+00 	3.018962121E+00 	2.37990000E+01  	0.00000000E+00  	7.95130000E+01  	0.00000000E+00  
1     	0      	1      	2     	2      	1      	0         	0         	3.000857654E-01 	2.570446447E-01 	2.37990000E+01  	0.00000000E+00  	1.35322000E+02  	0.00000000E+00  
1     	0      	1      	3     	0      	3      	0         	0         	8.672693326E-01 	7.413229668E-01 	2.37990000E+01  	0.00000000E+00  	1.36890000E+02  	0.00000000E+00  
1     	0      	1      	3     	1      	2      	0         	0         	7.102768546E-02 	5.784468735E-02 	2.37990000E+01  	0.00000000E+00  	1.73598000E+02  	0.00000000E+00  
1     	0      	1      	3     	2      	1      	0         	0         	1.026875043E-01 	7.953364251E-02 	2.37990000E+01  	0.00000000E+00  	2.12628000E+02  	0.00000000E+00  
1     	0      	1      	4     	1      	4      	0         	0         	4.917939329E-01 	3.749913854E-01 	2.37990000E+01  	0.00000000E+00  	2.24994000E+02  	0.00000000E+00  
1     	0      	1      	3     	3      	0      	0         	0         	1.688304625E-02 	1.191546557E-02 	2.37990000E+01  	0.00000000E+00  	2.87537000E+02  	0.00000000E+00  
1     	0      	1      	4     	2      	3      	0         	0         	2.606574225E-02 	1.810136956E-02 	2.37990000E+01  	0.00000000E+00  	3.00920000E+02  	0.00000000E+00  
1     	0      	1      	5     	0      	5      	0         	0         	1.098753832E-01 	7.407076941E-02 	2.37990000E+01  	0.00000000E+00  	3.25789000E+02  	0.00000000E+00  
1     	0      	1      	4     	3      	2      	0         	0         	7.631882570E-03 	4.804330179E-03 	2.37990000E+01  	0.00000000E+00  	3.84585000E+02  	0.00000000E+00  
1     	0      	1      	1     	0      	1      	0         	2         	2.770540731E-01 	1.735454919E-01 	2.37990000E+01  	0.00000000E+00  	2.37990000E+01  	3.65118000E+02  
1     	0      	1      	5     	1      	4      	0         	0         	6.678876808E-04 	4.128009683E-04 	2.37990000E+01  	0.00000000E+00  	4.00670000E+02  	0.00000000E+00  
1     	0      	1      	1     	1      	0      	0         	2         	1.048509430E-01 	6.430435592E-02 	2.37990000E+01  	0.00000000E+00  	4.24020000E+01  	3.65118000E+02  
1     	0      	1      	2     	1      	2      	0         	2         	8.236798531E-02 	4.846146651E-02 	2.37990000E+01  	0.00000000E+00  	7.95130000E+01  	3.65118000E+02  
1     	0      	1      	6     	1      	6      	0         	0         	2.926403573E-02 	1.715552584E-02 	2.37990000E+01  	0.00000000E+00  	4.47897000E+02  	0.00000000E+00  
1     	0      	1      	5     	2      	3      	0         	0         	4.340324883E-03 	2.543870802E-03 	2.37990000E+01  	0.00000000E+00  	4.48098000E+02  	0.00000000E+00  
1     	0      	1      	4     	4      	1      	0         	0         	8.689033236E-04 	4.840266303E-04 	2.37990000E+01  	0.00000000E+00  	4.94688000E+02  	0.00000000E+00  
1     	0      	1      	2     	2      	1      	0         	2         	2.111675414E-02 	1.169062009E-02 	2.37990000E+01  	0.00000000E+00  	1.35322000E+02  	3.65118000E+02  
1     	0      	1      	3     	0      	3      	0         	2         	5.499918810E-02 	3.039735016E-02 	2.37990000E+01  	0.00000000E+00  	1.36890000E+02  	3.65118000E+02  
1     	0      	1      	5     	3      	2      	0         	0         	7.623647147E-04 	4.172089480E-04 	2.37990000E+01  	0.00000000E+00  	5.11234000E+02  	0.00000000E+00  
1     	0      	1      	3     	1      	2      	0         	2         	1.571181342E-02 	8.351522987E-03 	2.37990000E+01  	0.00000000E+00  	1.73598000E+02  	3.65118000E+02  
1     	0      	1      	6     	2      	5      	0         	0         	7.622793827E-04 	3.985630919E-04 	2.37990000E+01  	0.00000000E+00  	5.54439000E+02  	0.00000000E+00  
1     	0      	1      	3     	2      	1      	0         	2         	1.629118214E-02 	8.314480070E-03 	2.37990000E+01  	0.00000000E+00  	2.12628000E+02  	3.65118000E+02  
1     	0      	1      	7     	0      	7      	0         	0         	5.387539587E-03 	2.722534775E-03 	2.37990000E+01  	0.00000000E+00  	5.87370000E+02  	0.00000000E+00  
1     	0      	1      	4     	1      	4      	0         	2         	1.275015007E-02 	6.425070059E-03 	2.37990000E+01  	0.00000000E+00  	2.24994000E+02  	3.65118000E+02  
1     	0      	1      	5     	4      	1      	0         	0         	5.764027646E-04 	2.827053539E-04 	2.37990000E+01  	0.00000000E+00  	6.16707000E+02  	0.00000000E+00  
1     	0      	1      	6     	3      	4      	0         	0         	1.574435753E-04 	7.453980363E-05 	2.37990000E+01  	0.00000000E+00  	6.51971000E+02  	0.00000000E+00  
1     	0      	1      	3     	3      	0      	0         	2         	3.913912374E-03 	1.851735327E-03 	2.37990000E+01  	0.00000000E+00  	2.87537000E+02  	3.65118000E+02  
1     	0      	1      	4     	2      	3      	0         	2         	2.042153567E-03 	9.534663036E-04 	2.37990000E+01  	0.00000000E+00  	3.00920000E+02  	3.65118000E+02  
1     	0      	1      	5     	0      	5      	0         	2         	4.754925868E-03 	2.166575079E-03 	2.37990000E+01  	0.00000000E+00  	3.25789000E+02  	3.65118000E+02  
1     	0      	1      	7     	1      	6      	0         	0         	7.540255434E-05 	3.381934090E-05 	2.37990000E+01  	0.00000000E+00  	7.07162000E+02  	0.00000000E+00  
1     	0      	1      	8     	1      	8      	0         	0         	1.351825042E-03 	5.842609216E-04 	2.37990000E+01  	0.00000000E+00  	7.45852000E+02  	0.00000000E+00  
1     	0      	1      	4     	3      	2      	0         	2         	2.978206782E-03 	1.282495738E-03 	2.37990000E+01  	0.00000000E+00  	3.84585000E+02  	3.65118000E+02  
1     	0      	1      	5     	5      	0      	0         	0         	3.978010385E-05 	1.700078683E-05 	2.37990000E+01  	0.00000000E+00  	7.57735000E+02  	0.00000000E+00  
1     	0      	1      	6     	4      	3      	0         	0         	8.405407254E-05 	3.573329873E-05 	2.37990000E+01  	0.00000000E+00  	7.63327000E+02  	0.00000000E+00  
1     	0      	1      	5     	1      	4      	0         	2         	1.285931018E-03 	5.454148088E-04 	2.37990000E+01  	0.00000000E+00  	4.00670000E+02  	3.65118000E+02  
1     	0      	1      	7     	2      	5      	0         	0         	6.913824766E-05 	2.873788293E-05 	2.37990000E+01  	0.00000000E+00  	7.87387000E+02  	0.00000000E+00  
1     	0      	1      	6     	1      	6      	0         	2         	2.049264544E-03 	8.318362527E-04 	2.37990000E+01  	0.00000000E+00  	4.47897000E+02  	3.65118000E+02  
1     	0      	1      	5     	2      	3      	0         	2         	1.027842995E-03 	4.171441899E-04 	2.37990000E+01  	0.00000000E+00  	4.48098000E+02  	3.65118000E+02  
1     	0      	1      	7     	3      	4      	0         	0         	2.411672939E-05 	9.482031075E-06 	2.37990000E+01  	0.00000000E+00  	8.47989000E+02  	0.00000000E+00  
1     	0      	1      	4     	4      	1      	0         	2         	5.144936506E-04 	2.001387355E-04 	2.37990000E+01  	0.00000000E+00  	4.94688000E+02  	3.65118000E+02  
1     	0      	1      	5     	3      	2      	0         	2         	4.293915636E-04 	1.645733760E-04 	2.37990000E+01  	0.00000000E+00  	5.11234000E+02  	3.65118000E+02  
1     	0      	1      	8     	2      	7      	0         	0         	3.946475906E-06 	1.495299737E-06 	2.37990000E+01  	0.00000000E+00  	8.89239000E+02  	0.00000000E+00  
1     	0      	1      	6     	5      	2      	0         	0         	4.875456716E-05 	1.823670759E-05 	2.37990000E+01  	0.00000000E+00  	9.03768000E+02  	0.00000000E+00  
1     	0      	1      	6     	2      	5      	0         	2         	2.089109010E-04 	7.706550538E-05 	2.37990000E+01  	0.00000000E+00  	5.54439000E+02  	3.65118000E+02  
1     	0      	1      	9     	0      	9      	0         	0         	2.515445019E-04 	9.253736367E-05 	2.37990000E+01  	0.00000000E+00  	9.22702000E+02  	0.00000000E+00  
1     	0      	1      	7     	4      	3      	0         	0         	2.438885955E-05 	8.845865744E-06 	2.37990000E+01  	0.00000000E+00  	9.38944000E+02  	0.00000000E+00  
